Run,alias,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,description,ena_checklist,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_name,SRA_accession,SRA Study,Title
ERR1136370,I0232,OTHER,GCF_000001405.25,63,3006331654,PRJEB11450,SAMEA3663831,897705177,HARVARD MEDICAL SCHOOL,public,"bam,sra","ena,ncbi,s3,gs","ncbi.public,ena,gs.US,s3.us-east-1",Srubnaya,ERC000011,2015-11-25,2018-11-16,ERX1215236,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:04Z,public,NextSeq 500,I0232_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663831,ERS970980,ERS970980,ERP012840,Ancient European
ERR1136371,I0234,OTHER,GCF_000001405.25,65,180433373,PRJEB11450,SAMEA3663832,49285346,HARVARD MEDICAL SCHOOL,public,"sra,bam","gs,ncbi,s3,ena","gs.US,s3.us-east-1,ncbi.public,ena",Srubnaya,ERC000011,2015-11-25,2018-11-16,ERX1215237,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:05Z,public,NextSeq 500,I0234_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663832,ERS970981,ERS970981,ERP012840,Ancient European
ERR1136372,I0235,OTHER,GCF_000001405.25,63,146105857,PRJEB11450,SAMEA3663833,42085279,HARVARD MEDICAL SCHOOL,public,"bam,sra","ena,ncbi,s3,gs","ncbi.public,ena,gs.US,s3.us-east-1",Srubnaya,ERC000011,2015-11-25,2018-11-16,ERX1215238,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:05Z,public,NextSeq 500,I0235_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663833,ERS970982,ERS970982,ERP012840,Ancient European
ERR1136373,I0246,OTHER,GCF_000001405.25,62,16892155,PRJEB11450,SAMEA3663834,6005574,HARVARD MEDICAL SCHOOL,public,"sra,bam","ena,s3,ncbi,gs","ena,ncbi.public,s3.us-east-1,gs.US",Potapovka,ERC000011,2015-11-25,2018-11-16,ERX1215239,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:05Z,public,NextSeq 500,I0246_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663834,ERS970983,ERS970983,ERP012840,Ancient European
ERR1136374,I0247,OTHER,GCF_000001405.25,69,929221497,PRJEB11450,SAMEA3663835,217036666,HARVARD MEDICAL SCHOOL,public,"bam,sra","gs,ncbi,s3,ena","ena,s3.us-east-1,gs.US,ncbi.public",Scythian_IA,ERC000011,2015-11-25,2018-11-16,ERX1215240,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:05Z,public,NextSeq 500,I0247_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663835,ERS970984,ERS970984,ERP012840,Ancient European
ERR1136375,I0354,OTHER,GCF_000001405.25,66,263808939,PRJEB11450,SAMEA3663836,73662573,HARVARD MEDICAL SCHOOL,public,"sra,bam","s3,ena,ncbi,gs","ena,ncbi.public,s3.us-east-1,gs.US",Srubnaya_outlier,ERC000011,2015-11-25,2018-11-16,ERX1215241,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:05Z,public,NextSeq 500,I0354_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663836,ERS970985,ERS970985,ERP012840,Ancient European
ERR1136376,I0357,OTHER,GCF_000001405.25,65,338057875,PRJEB11450,SAMEA3663983,95832004,HARVARD MEDICAL SCHOOL,public,"bam,sra","ncbi,ena,gs,s3","ncbi.public,ena,gs.US,s3.us-east-1",Yamnaya_Samara,ERC000011,2015-11-25,2018-11-16,ERX1215242,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:57Z,public,NextSeq 500,I0357_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663983,ERS971132,ERS971132,ERP012840,Ancient European
ERR1136377,I0358,OTHER,GCF_000001405.25,60,71551447,PRJEB11450,SAMEA3663837,22748365,HARVARD MEDICAL SCHOOL,public,"bam,sra","gs,ncbi,s3,ena","s3.us-east-1,ncbi.public,gs.US,ena",Srubnaya,ERC000011,2015-11-25,2018-11-16,ERX1215243,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:05Z,public,NextSeq 500,I0358_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663837,ERS970986,ERS970986,ERP012840,Ancient European
ERR1136378,I0359,OTHER,GCF_000001405.25,67,362453585,PRJEB11450,SAMEA3663838,87736063,HARVARD MEDICAL SCHOOL,public,"bam,sra","ncbi,ena,gs,s3","s3.us-east-1,ncbi.public,gs.US,ena",Srubnaya,ERC000011,2015-11-25,2018-11-16,ERX1215244,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:05Z,public,NextSeq 500,I0359_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663838,ERS970987,ERS970987,ERP012840,Ancient European
ERR1136379,I0360,OTHER,GCF_000001405.25,64,18484424,PRJEB11450,SAMEA3663839,6297086,HARVARD MEDICAL SCHOOL,public,"sra,bam","ena,ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US,ena",Srubnaya,ERC000011,2015-11-25,2018-11-16,ERX1215245,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:05Z,public,NextSeq 500,I0360_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663839,ERS970988,ERS970988,ERP012840,Ancient European
ERR1136380,I0361,OTHER,GCF_000001405.25,59,189318232,PRJEB11450,SAMEA3663840,45142587,HARVARD MEDICAL SCHOOL,public,"sra,bam","gs,ena,s3,ncbi","s3.us-east-1,ena,ncbi.public,gs.US",Srubnaya,ERC000011,2015-11-25,2018-11-16,ERX1215246,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:05Z,public,NextSeq 500,I0361_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663840,ERS970989,ERS970989,ERP012840,Ancient European
ERR1136381,I0370,OTHER,GCF_000001405.25,67,393672885,PRJEB11450,SAMEA3663984,108664168,HARVARD MEDICAL SCHOOL,public,"bam,sra","s3,ena,gs,ncbi","s3.us-east-1,ncbi.public,gs.US,ena",Yamnaya_Samara,ERC000011,2015-11-25,2018-11-16,ERX1215247,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:57Z,public,NextSeq 500,I0370_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663984,ERS971133,ERS971133,ERP012840,Ancient European
ERR1136382,I0371,OTHER,GCF_000001405.25,57,288828814,PRJEB11450,SAMEA3663841,88054159,HARVARD MEDICAL SCHOOL,public,"bam,sra","ena,s3,ncbi,gs","s3.us-east-1,gs.US,ena,ncbi.public",Poltavka,ERC000011,2015-11-25,2018-11-16,ERX1215248,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:05Z,public,NextSeq 500,I0371_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663841,ERS970990,ERS970990,ERP012840,Ancient European
ERR1136383,I0374,OTHER,GCF_000001405.25,65,503373583,PRJEB11450,SAMEA3663842,120993349,HARVARD MEDICAL SCHOOL,public,"bam,sra","gs,ena,s3,ncbi","gs.US,ena,s3.us-east-1,ncbi.public",Poltavka,ERC000011,2015-11-25,2018-11-16,ERX1215249,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:05Z,public,NextSeq 500,I0374_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663842,ERS970991,ERS970991,ERP012840,Ancient European
ERR1136384,I0405,OTHER,GCF_000001405.25,56,86452519,PRJEB11450,SAMEA3663930,27849671,HARVARD MEDICAL SCHOOL,public,"sra,bam","gs,ena,ncbi,s3","s3.us-east-1,ncbi.public,gs.US,ena",Iberia_MN,ERC000011,2015-11-25,2018-11-16,ERX1215250,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:53Z,public,NextSeq 500,I0405_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663930,ERS971079,ERS971079,ERP012840,Ancient European
ERR1136385,I0406,OTHER,GCF_000001405.25,60,739794806,PRJEB11450,SAMEA3663931,185941278,HARVARD MEDICAL SCHOOL,public,"bam,sra","ncbi,ena,s3,gs","ncbi.public,gs.US,ena,s3.us-east-1",Iberia_MN,ERC000011,2015-11-25,2018-11-16,ERX1215251,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:53Z,public,NextSeq 500,I0406_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663931,ERS971080,ERS971080,ERP012840,Ancient European
ERR1136386,I0407,OTHER,GCF_000001405.25,60,293719139,PRJEB11450,SAMEA3663932,84549114,HARVARD MEDICAL SCHOOL,public,"sra,bam","gs,s3,ena,ncbi","ncbi.public,gs.US,ena,s3.us-east-1",Iberia_MN,ERC000011,2015-11-25,2018-11-16,ERX1215252,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:53Z,public,NextSeq 500,I0407_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663932,ERS971081,ERS971081,ERP012840,Ancient European
ERR1136387,I0408,OTHER,GCF_000001405.25,57,3218452854,PRJEB11450,SAMEA3663933,858374047,HARVARD MEDICAL SCHOOL,public,"bam,sra","gs,ncbi,ena,s3","s3.us-east-1,gs.US,ena,ncbi.public",Iberia_MN,ERC000011,2015-11-25,2018-11-16,ERX1215253,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:54Z,public,NextSeq 500,I0408_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663933,ERS971082,ERS971082,ERP012840,Ancient European
ERR1136388,I0409,OTHER,GCF_000001405.25,73,276533466,PRJEB11450,SAMEA3663925,82494466,HARVARD MEDICAL SCHOOL,public,"bam,sra","s3,ena,ncbi,gs","gs.US,ncbi.public,ena,s3.us-east-1",Iberia_EN,ERC000011,2015-11-25,2018-11-16,ERX1215254,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:53Z,public,NextSeq 500,I0409_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663925,ERS971074,ERS971074,ERP012840,Ancient European
ERR1136389,I0410,OTHER,GCF_000001405.25,69,385742436,PRJEB11450,SAMEA3663926,127826580,HARVARD MEDICAL SCHOOL,public,"sra,bam","ncbi,s3,gs,ena","gs.US,ena,s3.us-east-1,ncbi.public",Iberia_EN,ERC000011,2015-11-25,2018-11-16,ERX1215255,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:53Z,public,NextSeq 500,I0410_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663926,ERS971075,ERS971075,ERP012840,Ancient European
ERR1136390,I0411,OTHER,GCF_000001405.25,69,39806500,PRJEB11450,SAMEA3663929,15031233,HARVARD MEDICAL SCHOOL,public,"sra,bam","s3,gs,ncbi,ena","ncbi.public,s3.us-east-1,ena,gs.US",Iberia_EN_1d_rel_I0410,ERC000011,2015-11-25,2018-11-16,ERX1215256,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:53Z,public,NextSeq 500,I0411_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663929,ERS971078,ERS971078,ERP012840,Ancient European
ERR1136391,I0412,OTHER,GCF_000001405.25,58,4004605812,PRJEB11450,SAMEA3663927,1002963694,HARVARD MEDICAL SCHOOL,public,"bam,sra","ena,s3,gs,ncbi","ena,gs.US,ncbi.public,s3.us-east-1",Iberia_EN,ERC000011,2015-11-25,2018-11-16,ERX1215257,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:53Z,public,NextSeq 500,I0412_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663927,ERS971076,ERS971076,ERP012840,Ancient European
ERR1136392,I0413,OTHER,GCF_000001405.25,55,346005661,PRJEB11450,SAMEA3663928,105385401,HARVARD MEDICAL SCHOOL,public,"sra,bam","gs,ncbi,ena,s3","ena,gs.US,s3.us-east-1,ncbi.public",Iberia_EN,ERC000011,2015-11-25,2018-11-16,ERX1215258,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:53Z,public,NextSeq 500,I0413_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663928,ERS971077,ERS971077,ERP012840,Ancient European
ERR1136393,I0418,OTHER,GCF_000001405.25,61,29542507,PRJEB11450,SAMEA3663843,11066775,HARVARD MEDICAL SCHOOL,public,"bam,sra","gs,ncbi,s3,ena","s3.us-east-1,gs.US,ena,ncbi.public",Potapovka,ERC000011,2015-11-25,2018-11-16,ERX1215259,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:05Z,public,NextSeq 500,I0418_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663843,ERS970992,ERS970992,ERP012840,Ancient European
ERR1136394,I0419,OTHER,GCF_000001405.25,61,283634285,PRJEB11450,SAMEA3663844,77677914,HARVARD MEDICAL SCHOOL,public,"bam,sra","ncbi,s3,ena,gs","gs.US,ncbi.public,s3.us-east-1,ena",Potapovka,ERC000011,2015-11-25,2018-11-16,ERX1215260,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:05Z,public,NextSeq 500,I0419_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663844,ERS970993,ERS970993,ERP012840,Ancient European
ERR1136395,I0421,OTHER,GCF_000001405.25,60,17304862,PRJEB11450,SAMEA3663845,5943150,HARVARD MEDICAL SCHOOL,public,"bam,sra","s3,gs,ncbi,ena","s3.us-east-1,ncbi.public,ena,gs.US",Srubnaya_1d_rel_I0430,ERC000011,2015-11-25,2018-11-16,ERX1215261,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:05Z,public,NextSeq 500,I0421_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663845,ERS970994,ERS970994,ERP012840,Ancient European
ERR1136396,I0422,OTHER,GCF_000001405.25,62,349373487,PRJEB11450,SAMEA3663846,83374584,HARVARD MEDICAL SCHOOL,public,"bam,sra","ena,gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1,ena",Srubnaya,ERC000011,2015-11-25,2018-11-16,ERX1215262,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:06Z,public,NextSeq 500,I0422_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663846,ERS970995,ERS970995,ERP012840,Ancient European
ERR1136397,I0423,OTHER,GCF_000001405.25,63,169487929,PRJEB11450,SAMEA3663847,46360006,HARVARD MEDICAL SCHOOL,public,"bam,sra","ncbi,ena,gs,s3","s3.us-east-1,ncbi.public,ena,gs.US",Srubnaya,ERC000011,2015-11-25,2018-11-16,ERX1215263,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:06Z,public,NextSeq 500,I0423_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663847,ERS970996,ERS970996,ERP012840,Ancient European
ERR1136398,I0424,OTHER,GCF_000001405.25,63,216450818,PRJEB11450,SAMEA3663848,61191775,HARVARD MEDICAL SCHOOL,public,"sra,bam","ncbi,gs,s3,ena","ncbi.public,s3.us-east-1,gs.US,ena",Srubnaya,ERC000011,2015-11-25,2018-11-16,ERX1215264,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:06Z,public,NextSeq 500,I0424_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663848,ERS970997,ERS970997,ERP012840,Ancient European
ERR1136399,I0429,OTHER,GCF_000001405.25,60,253096460,PRJEB11450,SAMEA3663985,59934830,HARVARD MEDICAL SCHOOL,public,"sra,bam","gs,s3,ena,ncbi","s3.us-east-1,gs.US,ena,ncbi.public",Yamnaya_Samara,ERC000011,2015-11-25,2018-11-16,ERX1215265,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:57Z,public,NextSeq 500,I0429_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663985,ERS971134,ERS971134,ERP012840,Ancient European
ERR1136400,I0430,OTHER,GCF_000001405.25,65,681256527,PRJEB11450,SAMEA3663849,152917149,HARVARD MEDICAL SCHOOL,public,"bam,sra","ncbi,gs,s3,ena","gs.US,ncbi.public,s3.us-east-1,ena",Srubnaya,ERC000011,2015-11-25,2018-11-16,ERX1215266,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:06Z,public,NextSeq 500,I0430_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663849,ERS970998,ERS970998,ERP012840,Ancient European
ERR1136401,I0431,OTHER,GCF_000001405.25,63,17198253,PRJEB11450,SAMEA3663850,6091051,HARVARD MEDICAL SCHOOL,public,"sra,bam","ena,gs,s3,ncbi","gs.US,ena,s3.us-east-1,ncbi.public",Srubnaya,ERC000011,2015-11-25,2018-11-16,ERX1215267,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:06Z,public,NextSeq 500,I0431_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663850,ERS970999,ERS970999,ERP012840,Ancient European
ERR1136402,I0432,OTHER,GCF_000001405.25,71,295496615,PRJEB11450,SAMEA3663851,69675237,HARVARD MEDICAL SCHOOL,public,"bam,sra","gs,ena,ncbi,s3","s3.us-east-1,ncbi.public,gs.US,ena",Poltavka_outlier,ERC000011,2015-11-25,2018-11-16,ERX1215268,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:06Z,public,NextSeq 500,I0432_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663851,ERS971000,ERS971000,ERP012840,Ancient European
ERR1136403,I0433,OTHER,GCF_000001405.25,68,156704242,PRJEB11450,SAMEA3663852,45661237,HARVARD MEDICAL SCHOOL,public,"bam,sra","s3,ncbi,gs,ena","ncbi.public,s3.us-east-1,ena,gs.US",Samara_Eneolithic,ERC000011,2015-11-25,2018-11-16,ERX1215269,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:06Z,public,NextSeq 500,I0433_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663852,ERS971001,ERS971001,ERP012840,Ancient European
ERR1136404,I0434,OTHER,GCF_000001405.25,61,14170511,PRJEB11450,SAMEA3663853,5500911,HARVARD MEDICAL SCHOOL,public,"bam,sra","s3,ena,gs,ncbi","gs.US,ena,ncbi.public,s3.us-east-1",Samara_Eneolithic,ERC000011,2015-11-25,2018-11-16,ERX1215270,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:06Z,public,NextSeq 500,I0434_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663853,ERS971002,ERS971002,ERP012840,Ancient European
ERR1136405,I0438,OTHER,GCF_000001405.25,65,238707543,PRJEB11450,SAMEA3663986,55099585,HARVARD MEDICAL SCHOOL,public,"bam,sra","gs,ena,ncbi,s3","gs.US,s3.us-east-1,ncbi.public,ena",Yamnaya_Samara,ERC000011,2015-11-25,2018-11-16,ERX1215271,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:57Z,public,NextSeq 500,I0438_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663986,ERS971135,ERS971135,ERP012840,Ancient European
ERR1136406,I0439,OTHER,GCF_000001405.25,60,123815768,PRJEB11450,SAMEA3663987,33805932,HARVARD MEDICAL SCHOOL,public,"bam,sra","ncbi,gs,s3,ena","gs.US,ncbi.public,s3.us-east-1,ena",Yamnaya_Samara,ERC000011,2015-11-25,2018-11-16,ERX1215272,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:57Z,public,NextSeq 500,I0439_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663987,ERS971136,ERS971136,ERP012840,Ancient European
ERR1136407,I0440,OTHER,GCF_000001405.25,69,1480835533,PRJEB11450,SAMEA3663859,347574321,HARVARD MEDICAL SCHOOL,public,"sra,bam","ncbi,ena,s3,gs","gs.US,s3.us-east-1,ncbi.public,ena",Poltavka,ERC000011,2015-11-25,2018-11-16,ERX1215273,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:07Z,public,NextSeq 500,I0440_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663859,ERS971008,ERS971008,ERP012840,Ancient European
ERR1136408,I0441,OTHER,GCF_000001405.25,59,25497702,PRJEB11450,SAMEA3663988,9955597,HARVARD MEDICAL SCHOOL,public,"bam,sra","s3,ena,gs,ncbi","gs.US,ena,ncbi.public,s3.us-east-1",Yamnaya_Samara,ERC000011,2015-11-25,2018-11-16,ERX1215274,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:57Z,public,NextSeq 500,I0441_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663988,ERS971137,ERS971137,ERP012840,Ancient European
ERR1136409,I0443,OTHER,GCF_000001405.25,61,1459157645,PRJEB11450,SAMEA3663989,339516998,HARVARD MEDICAL SCHOOL,public,"bam,sra","s3,ncbi,gs,ena","ncbi.public,gs.US,s3.us-east-1,ena",Yamnaya_Samara,ERC000011,2015-11-25,2018-11-16,ERX1215275,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:57Z,public,NextSeq 500,I0443_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663989,ERS971138,ERS971138,ERP012840,Ancient European
ERR1136410,I0444,OTHER,GCF_000001405.25,62,219839708,PRJEB11450,SAMEA3663990,58117275,HARVARD MEDICAL SCHOOL,public,"sra,bam","s3,gs,ncbi,ena","ena,s3.us-east-1,gs.US,ncbi.public",Yamnaya_Samara,ERC000011,2015-11-25,2018-11-16,ERX1215276,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:57Z,public,NextSeq 500,I0444_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663990,ERS971139,ERS971139,ERP012840,Ancient European
ERR1136411,I0550,OTHER,GCF_000001405.25,72,113324007,PRJEB11450,SAMEA3663877,30828166,HARVARD MEDICAL SCHOOL,public,"sra,bam","ena,s3,gs,ncbi","ncbi.public,gs.US,ena,s3.us-east-1",Central_LNBA,ERC000011,2015-11-25,2018-11-16,ERX1215277,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:08Z,public,NextSeq 500,I0550_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663877,ERS971026,ERS971026,ERP012840,Ancient European
ERR1136412,I0551,OTHER,GCF_000001405.25,65,71490468,PRJEB11450,SAMEA3663861,18780024,HARVARD MEDICAL SCHOOL,public,"bam,sra","gs,ncbi,ena,s3","s3.us-east-1,ena,ncbi.public,gs.US",Central_MN,ERC000011,2015-11-25,2018-11-16,ERX1215278,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:07Z,public,NextSeq 500,I0551_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663861,ERS971010,ERS971010,ERP012840,Ancient European
ERR1136413,I0559,OTHER,GCF_000001405.25,74,51970576,PRJEB11450,SAMEA3663892,16176895,HARVARD MEDICAL SCHOOL,public,"bam,sra","ena,gs,ncbi,s3","gs.US,ena,ncbi.public,s3.us-east-1",Central_MN,ERC000011,2015-11-25,2018-11-16,ERX1215279,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:09Z,public,NextSeq 500,I0559_all_1240k,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663892,ERS971041,ERS971041,ERP012840,Ancient European
